pl_name,hostname,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2
HAT-P-14 b,HAT-P-14,Transit,4.627649,8e-06,-8e-06,2.28,0.07,-0.07,,,,1.2,0.15,-0.15,0.0596,0.0005,-0.0005,0.066,0.023,-0.023
HAT-P-14 b,HAT-P-14,Transit,4.627669,5e-06,-5e-06,2.232,0.059,-0.059,,,,1.15,0.052,-0.052,0.0606,0.0007,-0.0007,0.107,0.013,-0.013
HAT-P-14 b,HAT-P-14,Transit,4.627669,5e-06,-5e-06,2.232,0.058,-0.058,,,,1.142,0.033,-0.033,,,,0.107,0.013,-0.013
HAT-P-14 b,HAT-P-14,Transit,4.627682,3e-06,-3e-06,2.303,0.054,-0.054,,,,1.15,0.052,-0.052,0.06062,0.00065,-0.00067,0.1074,0.0076,-0.0079
HAT-P-14 b,HAT-P-14,Transit,4.6276594,1e-06,-1e-06,,,,,,,,,,,,,,,
HAT-P-14 b,HAT-P-14,Transit,4.627682,3e-06,-3e-06,,,,,,,,,,,,,,,
HAT-P-14 b,HAT-P-14,Transit,,,,2.316,0.072,-0.072,,,,,,,,,,0.115,0.015,-0.016
HAT-P-14 b,HAT-P-14,Transit,4.62770788,7.326e-05,-7.326e-05,,,,,,,1.215,0.055,-0.055,,,,,,
HAT-P-14 b,HAT-P-14,Transit,4.6276691,5e-06,-5e-06,2.271,0.083,-0.083,,,,1.219,0.059,-0.059,0.06108,0.00078,-0.00078,,,
HAT-P-14 b,HAT-P-14,Transit,4.6276623,1e-06,-1e-06,,,,,,,,,,,,,,,
HAT-P-14 b,HAT-P-14,Transit,4.62767,5e-06,-5e-06,3.44,0.63,-0.63,,,,1.42,0.12,-0.12,,,,0.11,0.01,-0.01
HAT-P-16 b,HAT-P-16,Transit,2.77598,0.00011,-0.00011,,,,,,,1.307,0.068,-0.068,,,,,,
HAT-P-16 b,HAT-P-16,Transit,2.77597024,6.6e-07,-6.6e-07,4.189,0.092,-0.092,,,,1.19,0.035,-0.035,0.0413,0.00047,-0.00047,0.034,0.003,-0.003
HAT-P-16 b,HAT-P-16,Transit,2.7759712,1.5e-06,-1.5e-06,4.221,0.092,-0.092,,,,1.289,0.066,-0.066,0.04134,0.00044,-0.00045,0.0462,0.0027,-0.0024
HAT-P-16 b,HAT-P-16,Transit,2.77596,3e-06,-3e-06,4.193,0.094,-0.094,,,,1.289,0.066,-0.066,0.0413,0.0004,-0.0004,0.036,0.004,-0.004
HAT-P-16 b,HAT-P-16,Transit,,,,4.22,0.11,-0.11,,,,,,,,,,0.0423,0.01,-0.0077
HAT-P-16 b,HAT-P-16,Transit,2.7759704,7e-07,-7e-07,,,,,,,,,,,,,0.04,0.003,-0.003
HAT-P-16 b,HAT-P-16,Transit,2.7759677,3e-07,-3e-07,,,,,,,,,,,,,,,
HAT-P-16 b,HAT-P-16,Transit,2.77596,,,4.193,0.094,-0.094,,,,1.29,,,,,,0.036,,
HAT-P-22 b,HAT-P-22,Transit,3.21223328,5.8e-07,-5.8e-07,2.192,0.077,-0.077,,,,1.06,0.074,-0.074,0.04171,0.00065,-0.00065,,,
HAT-P-22 b,HAT-P-22,Transit,,,,2.157,0.059,-0.059,,,,,,,,,,0.0064,0.008,-0.0046
HAT-P-22 b,HAT-P-22,Transit,3.21222,9e-06,-9e-06,2.47,0.32,-0.32,,,,1.15,0.19,-0.19,,,,0.02,0.01,-0.01
HAT-P-22 b,HAT-P-22,Transit,3.21222,9e-06,-9e-06,2.172,0.055,-0.056,,,,1.08,0.058,-0.058,0.04142,0.00053,-0.00054,0.002,,
HAT-P-22 b,HAT-P-22,Transit,3.21222,9e-06,-9e-06,2.147,0.061,-0.061,,,,1.08,0.058,-0.058,0.0414,0.0005,-0.0005,0.016,0.009,-0.009
HAT-P-22 b,HAT-P-22,Transit,3.2122325,6e-07,-6e-07,,,,,,,1.158,0.058,-0.058,,,,,,
HAT-P-22 b,HAT-P-22,Transit,3.2122312,1.2e-06,-1.2e-06,2.148,0.062,-0.062,,,,1.08,0.058,-0.058,0.0414,0.0005,-0.0005,0.016,0.009,-0.009
HAT-P-22 b,HAT-P-22,Transit,3.212233,3e-07,-3e-07,,,,,,,,,,,,,,,
HAT-P-24 b,HAT-P-24,Transit,3.3552479,6.2e-06,-6.2e-06,0.723,0.031,-0.03,,,,1.242,0.067,-0.067,0.04651,0.00055,-0.00056,0.038,,
HAT-P-24 b,HAT-P-24,Transit,,,,0.715,0.035,-0.035,,,,,,,,,,0.033,0.027,-0.021
HAT-P-24 b,HAT-P-24,Transit,,,,,,,,,,,,,,,,,,
HAT-P-24 b,HAT-P-24,Transit,3.35524,7e-06,-7e-06,0.685,0.033,-0.033,,,,1.242,0.067,-0.067,0.0465,0.0006,-0.0006,0.067,0.024,-0.024
HAT-P-24 b,HAT-P-24,Transit,3.3552464,,,0.685,0.033,-0.033,,,,1.316,,,0.0465,0.0006,-0.0006,,,
HAT-P-24 b,HAT-P-24,Transit,3.3552499,1.6e-06,-1.6e-06,,,,,,,1.471,0.073,-0.073,,,,,,
HAT-P-24 b,HAT-P-24,Transit,3.355246,9e-07,-9e-07,,,,,,,,,,,,,,,
HAT-P-24 b,HAT-P-24,Transit,3.35524,7e-06,-7e-06,0.75,0.25,-0.25,,,,1.3,0.21,-0.21,,,,0.07,0.02,-0.02
HAT-P-27 b,HAT-P-27,Transit,3.039586,1.2e-05,-1.2e-05,0.66,0.033,-0.033,,,,1.038,0.077,-0.058,0.0403,0.0005,-0.0005,0.078,0.047,-0.047
HAT-P-27 b,HAT-P-27,Transit,3.0395778,2.5e-07,-2.5e-07,,,,,,,,,,,,,,,
HAT-P-27 b,HAT-P-27,Transit,3.0395824,3.5e-06,-3.5e-06,0.616,0.03,-0.03,,,,1.02,0.07,-0.06,0.03998,0.00084,-0.00091,0.028,,
HAT-P-27 b,HAT-P-27,Transit,3.0395803,1.5e-06,-1.5e-06,,,,,,,,,,,,,,,
HAT-P-27 b,HAT-P-27,Transit,3.03908507,0.00022817,-0.00022817,,,,,,,0.974,0.054,-0.054,,,,,,
HAT-P-27 b,HAT-P-27,Transit,3.039577,5e-06,-6e-06,0.62,0.03,-0.03,,,,1.02,0.07,-0.06,0.04,0.0008,-0.0008,0.0,,
HAT-P-29 b,HAT-P-29,Transit,5.72339,1.3e-05,-1.3e-05,0.767,0.047,-0.045,0.767,0.047,-0.045,1.064,0.075,-0.068,0.0665,0.0011,-0.0011,0.075,0.029,-0.027
HAT-P-29 b,HAT-P-29,Transit,5.723186,4.9e-05,-4.9e-05,0.778,0.076,-0.04,,,,1.107,0.136,-0.082,0.0667,0.0008,-0.0008,0.095,0.047,-0.047
HAT-P-29 b,HAT-P-29,Transit,5.72339,1e-06,-1e-06,0.676,0.035,-0.034,,,,1.107,0.14,-0.082,0.06669,0.00084,-0.00086,0.104,0.021,-0.018
HAT-P-29 b,HAT-P-29,Transit,5.723371,2.4e-06,-2.4e-06,,,,,,,,,,,,,,,
HAT-P-29 b,HAT-P-29,Transit,5.72319,4.9e-05,-4.9e-05,0.88,0.25,-0.25,,,,1.17,0.13,-0.13,,,,0.09,0.05,-0.05
HAT-P-29 b,HAT-P-29,Transit,5.7233773,7.2e-06,-7.2e-06,,,,,,,,,,,,,,,
HAT-P-29 b,HAT-P-29,Transit,,,,0.773,0.052,-0.051,,,,,,,,,,0.061,0.044,-0.036
HAT-P-3 b,HAT-P-3,Transit,2.899736,2e-06,-2e-06,0.591,0.018,-0.018,,,,0.827,0.055,-0.055,0.03866,0.00041,-0.00041,0.0,,
HAT-P-3 b,HAT-P-3,Transit,2.899703,5.4e-05,-5.4e-05,0.599,0.026,-0.026,,,,0.89,0.046,-0.046,0.03894,0.0007,-0.0007,0.0,,
HAT-P-3 b,HAT-P-3,Transit,2.899738,7e-06,-7e-06,0.599,0.026,-0.026,,,,0.89,0.021,-0.029,,,,,,
HAT-P-3 b,HAT-P-3,Transit,2.899736,,,0.591,0.028,-0.028,0.591,0.028,-0.028,,,,0.03871,0.00042,-0.00042,0.0,,
HAT-P-3 b,HAT-P-3,Transit,2.89973838,2.7e-07,-2.7e-07,0.595,0.024,-0.024,,,,0.911,0.034,-0.034,0.03878,0.00065,-0.00065,,,
HAT-P-3 b,HAT-P-3,Transit,2.899737,4e-06,-4e-06,,,,,,,,,,,,,,,
HAT-P-3 b,HAT-P-3,Transit,2.899736,2e-06,-2e-06,0.609,0.021,-0.022,,,,0.899,0.043,-0.049,0.03899,0.00062,-0.00065,0.01,,
HAT-P-3 b,HAT-P-3,Transit,2.8997,5.4e-05,-5.4e-05,0.65,0.11,-0.11,,,,0.94,0.07,-0.07,,,,0.0,,
HAT-P-3 b,HAT-P-3,Transit,2.89973826,1.5e-07,-1.5e-07,,,,,,,,,,,,,,,
HAT-P-3 b,HAT-P-3,Transit,2.899736,2e-06,-2e-06,0.584,0.028,-0.028,,,,0.947,0.031,-0.031,0.03842,0.0008,-0.0008,,,
HAT-P-3 b,HAT-P-3,Transit,2.8997405,9e-07,-9e-07,,,,,,,0.896,0.05,-0.05,,,,,,
HAT-P-3 b,HAT-P-3,Transit,2.899703,,,0.596,0.024,-0.026,,,,0.899,0.043,-0.049,0.03882,0.0006,-0.00077,,,
HAT-P-30 b,HAT-P-30,Transit,2.8106084,1.1e-06,-1.1e-06,0.733,0.023,-0.023,,,,1.469,0.039,-0.037,0.0419,0.00046,-0.00046,,,
HAT-P-30 b,HAT-P-30,Transit,2.810595,5e-06,-5e-06,0.711,0.028,-0.028,,,,1.34,0.065,-0.065,0.0419,0.0005,-0.0005,0.035,0.024,-0.024
HAT-P-30 b,HAT-P-30,Transit,2.8106016,5e-07,-5e-07,,,,,,,,,,,,,,,
HAT-P-30 b,HAT-P-30,Transit,2.8106001,8.6e-07,-8.6e-07,,,,,,,1.425,0.073,-0.073,,,,,,
HAT-P-30 b,HAT-P-30,Transit,,,,0.726,0.027,-0.027,,,,,,,,,,0.02,0.022,-0.014
HAT-P-30 b,HAT-P-30,Transit,2.810595,5e-06,-5e-06,0.746,0.02,-0.021,,,,1.34,0.065,-0.065,0.0419,0.00046,-0.00046,0.016,,
HAT-P-30 b,HAT-P-30,Transit,2.8106,5e-06,-5e-06,0.83,0.18,-0.18,,,,1.44,0.15,-0.15,,,,0.04,0.02,-0.02
HAT-P-32 b,HAT-P-32,Transit,2.1500082,1.3e-07,-1.3e-07,0.68,0.11,-0.1,0.68,0.11,-0.1,1.98,0.045,-0.045,0.03397,0.00051,-0.0005,0.159,0.051,-0.028
HAT-P-32 b,HAT-P-32,Transit,2.15000805,9.3e-07,-9.7e-07,,,,,,,1.789,0.025,-0.025,0.0343,0.0004,-0.0004,0.0072,0.07,-0.0064
HAT-P-32 b,HAT-P-32,Transit,2.15000825,1e-07,-1e-07,,,,,,,,,,,,,,,
HAT-P-32 b,HAT-P-32,Transit,2.15000825,1.2e-07,-1.2e-07,0.75,0.13,-0.13,,,,1.789,0.025,-0.025,0.03427,0.0004,-0.00042,0.044,,
HAT-P-32 b,HAT-P-32,Transit,2.150008,1e-06,-1e-06,0.86,0.164,-0.164,,,,1.789,0.025,-0.025,0.0343,0.0004,-0.0004,0.0,,
HAT-P-32 b,HAT-P-32,Transit,,,,0.79,0.15,-0.15,,,,,,,,,,0.2,0.19,-0.13
HAT-P-32 b,HAT-P-32,Transit,,,,,,,,,,,,,,,,,,
HAT-P-32 b,HAT-P-32,Transit,2.1500085,2e-07,-2e-07,0.86,0.164,-0.164,,,,1.796,0.028,-0.027,,,,,,
HAT-P-32 b,HAT-P-32,Transit,2.150008,,,,,,,,,,,,,,,0.0,,
HAT-P-32 b,HAT-P-32,Transit,2.15001,1e-06,-1e-06,0.83,0.21,-0.21,,,,1.75,0.14,-0.14,,,,0.0,,
HAT-P-33 b,HAT-P-33,Transit,3.474474,1e-06,-1e-06,0.762,0.101,-0.101,,,,1.686,0.045,-0.045,0.0499,0.0005,-0.0005,0.0,,
HAT-P-33 b,HAT-P-33,Transit,3.4744767,3e-07,-3e-07,,,,,,,,,,,,,,,
HAT-P-33 b,HAT-P-33,Transit,3.47447,1e-06,-1e-06,0.92,0.5,-0.5,,,,1.85,0.49,-0.49,,,,0.0,,
HAT-P-33 b,HAT-P-33,Transit,3.474474,1e-06,-1e-06,0.66,0.14,-0.14,,,,1.686,0.045,-0.045,0.04995,0.00048,-0.00049,0.22,,
HAT-P-33 b,HAT-P-33,Transit,,,,0.65,0.14,-0.14,,,,,,,,,,0.13,0.19,-0.1
HAT-P-33 b,HAT-P-33,Transit,3.4744763,1.9e-06,-1.9e-06,,,,,,,1.75,0.072,-0.072,,,,,,
HAT-P-35 b,HAT-P-35,Transit,3.64671,2.1e-05,-2.1e-05,7.52,20.66,-20.66,,,,3.55,4.87,-4.87,,,,0.03,0.02,-0.02
HAT-P-35 b,HAT-P-35,Transit,3.6466566,1.2e-06,-1.2e-06,,,,,,,,,,,,,,,
HAT-P-35 b,HAT-P-35,Transit,3.646706,2.1e-05,-2.1e-05,1.054,0.033,-0.033,,,,1.332,0.098,-0.098,0.0498,0.0006,-0.0006,0.025,0.018,-0.018
HAT-P-35 b,HAT-P-35,Transit,3.646706,2.1e-05,-2.1e-05,1.056,0.033,-0.033,,,,1.332,0.098,-0.098,0.04978,0.00064,-0.00066,0.02,,
HAT-P-35 b,HAT-P-35,Transit,3.64666121,4.04e-06,-4.04e-06,,,,,,,1.185,0.06,-0.06,,,,,,
HAT-P-39 b,HAT-P-39,Transit,3.54387,5e-06,-5e-06,0.569,0.089,-0.11,,,,1.571,0.11,-0.081,0.05095,0.00062,-0.00063,0.17,,
HAT-P-39 b,HAT-P-39,Transit,3.5438893,5.96e-05,-5.96e-05,,,,,,,1.743,0.087,-0.087,,,,,,
HAT-P-39 b,HAT-P-39,Transit,3.54387,5e-06,-5e-06,0.599,0.099,-0.099,,,,1.571,0.108,-0.081,0.0509,0.0006,-0.0006,0.0,,
HAT-P-4 b,HAT-P-4,Transit,3.0565195,2.5e-06,-2.5e-06,0.556,0.068,-0.068,,,,1.367,0.052,-0.044,,,,0.0,,
HAT-P-4 b,HAT-P-4,Transit,3.0565114,2.8e-06,-2.8e-06,0.68,0.04,-0.04,,,,1.332,0.052,-0.052,,,,0.0,,
HAT-P-4 b,HAT-P-4,Transit,3.0565195,2.5e-06,-2.5e-06,0.68,0.046,-0.03,,,,1.337,0.079,-0.036,0.04465,0.00141,-0.00082,,,
HAT-P-4 b,HAT-P-4,Transit,3.056536,,,0.671,0.033,-0.044,,,,1.274,0.049,-0.06,0.04438,0.00081,-0.0015,0.0,,
HAT-P-4 b,HAT-P-4,Transit,3.05673232,0.00026632,-0.00026632,,,,,,,1.291,0.065,-0.065,,,,,,
HAT-P-4 b,HAT-P-4,Transit,3.0565233,6e-07,-6e-07,,,,,,,,,,,,,,,
HAT-P-4 b,HAT-P-4,Transit,,,,0.639,0.043,-0.042,,,,,,,,,,0.004,0.017,-0.0031
HAT-P-4 b,HAT-P-4,Transit,3.0565254,1.2e-06,-1.2e-06,0.651,0.033,-0.037,,,,1.274,0.049,-0.06,0.04449,0.00083,-0.0012,0.0073,,
HAT-P-4 b,HAT-P-4,Transit,3.056328,2.8e-05,-2.8e-05,0.655,0.045,-0.045,0.655,0.045,-0.045,,,,0.0445,0.0012,-0.0012,0.084,0.014,-0.014
HAT-P-4 b,HAT-P-4,Transit,3.056536,5.7e-05,-5.7e-05,0.68,0.04,-0.04,,,,1.27,0.05,-0.05,0.0446,0.0012,-0.0012,0.0,,
HAT-P-41 b,HAT-P-41,Transit,2.6940497,8e-07,-8e-07,,,,,,,,,,,,,,,
HAT-P-41 b,HAT-P-41,Transit,,,,,,,,,,,,,,,,,,
HAT-P-41 b,HAT-P-41,Transit,2.694047,4e-06,-4e-06,0.8,0.102,-0.102,,,,1.685,0.076,-0.051,0.0426,0.0005,-0.0005,0.0,,
HAT-P-41 b,HAT-P-41,Transit,2.69405,4e-06,-4e-06,1.19,0.6,-0.6,,,,2.05,0.5,-0.5,,,,0.0,,
HAT-P-41 b,HAT-P-41,Transit,2.694047,4e-06,-4e-06,0.795,0.056,-0.091,,,,1.685,0.076,-0.051,0.04258,0.00047,-0.00048,0.22,,
HAT-P-41 b,HAT-P-41,Transit,2.694047,4e-06,-4e-06,0.8,0.1,-0.1,,,,1.685,0.076,-0.051,,,,,,
HAT-P-57 b,HAT-P-57,Transit,2.4652946,7e-07,-7e-07,,,,,,,,,,,,,,,
HAT-P-57 b,HAT-P-57,Transit,2.465295,3.2e-06,-3.2e-06,1.85,,,,,,1.413,0.054,-0.054,0.0406,0.0011,-0.0011,0.0,,
HAT-P-57 b,HAT-P-57,Transit,2.4653,3e-06,-3e-06,1.41,1.52,-1.52,,,,1.74,0.36,-0.36,,,,0.0,,
HAT-P-67 b,HAT-P-67,Transit,4.8101025,4.3e-07,-3.3e-07,0.34,0.25,-0.19,,,,2.085,0.096,-0.071,0.06505,0.00273,-0.00079,0.0,,
HAT-P-67 b,HAT-P-67,Transit,4.8101507,0.00033169,-0.00033169,,,,,,,2.084,0.094,-0.094,,,,,,
HAT-P-7 b,HAT-P-7,Transit,2.20473536,4e-08,-4e-08,,,,,,,,,,0.0381,,,0.0,,
HAT-P-7 b,HAT-P-7,Transit,2.2047363,7e-07,-7e-07,,,,,,,,,,,,,,,
HAT-P-7 b,HAT-P-7,Transit,2.2047975,2e-05,-2e-05,,,,,,,1.527,0.086,-0.086,,,,,,
HAT-P-7 b,HAT-P-7,Transit,2.2047354,1e-07,-1e-07,1.781,0.081,-0.056,,,,1.419,0.178,-0.085,0.0355,0.0045,-0.0021,0.0,,
HAT-P-7 b,HAT-P-7,Transit,,,,1.697,0.027,-0.026,,,,,,,,,,0.0055,0.007,-0.0033
HAT-P-7 b,HAT-P-7,Transit,,,,,,,,,,1.465,0.062,-0.059,,,,,,
HAT-P-7 b,HAT-P-7,Transit,2.20473542,4e-08,-4e-08,,,,,,,,,,,,,,,
HAT-P-7 b,HAT-P-7,Transit,2.204737,1.7e-05,-1.7e-05,1.776,0.077,-0.077,,,,1.342,0.068,-0.068,0.0377,0.0005,-0.0005,0.0,,
HAT-P-7 b,HAT-P-7,Transit,2.204737,1.7e-05,-1.7e-05,1.806,0.036,-0.036,,,,1.51,0.02,-0.02,0.03813,0.00036,-0.00036,0.004,,
HAT-P-7 b,HAT-P-7,Transit,,,,,,,,,,,,,,,,,,
HAT-P-7 b,HAT-P-7,Transit,2.2047304,2.4e-06,-2.4e-06,1.799,0.04,-0.04,,,,1.465,0.016,-0.016,0.03805,0.00036,-0.00036,,,
HAT-P-7 b,HAT-P-7,Transit,2.20473537,1.4e-07,-1.4e-07,,,,,,,,,,0.039,,,0.0,,
HAT-P-7 b,HAT-P-7,Transit,2.20473536,4e-08,-4e-08,,,,,,,,,,0.0381,,,0.0,,
HAT-P-7 b,HAT-P-7,Transit,2.20473536,4e-08,-4e-08,,,,,,,,,,0.0381,,,0.0,,
HAT-P-7 b,HAT-P-7,Transit,2.2047354,2e-08,-2e-08,,,,,,,,,,,,,,,
HAT-P-7 b,HAT-P-7,Transit,2.20474,1.7e-05,-1.7e-05,1.84,0.53,-0.53,,,,1.51,0.21,-0.21,,,,0.0,,
HAT-P-7 b,HAT-P-7,Transit,2.20473542,4e-08,-4e-08,,,,,,,,,,0.0376,,,0.0,,
HAT-P-7 b,HAT-P-7,Transit,2.2047372,1.1e-06,-1.1e-06,1.682,0.021,-0.02,,,,1.491,0.061,-0.061,0.03676,0.00019,-0.00019,0.0016,0.0034,-0.001
HAT-P-7 b,HAT-P-7,Transit,2.20473536,4e-08,-4e-08,,,,,,,1.432,0.031,-0.03,,,,,,
HAT-P-7 b,HAT-P-7,Transit,2.2047304,2.4e-06,-2.4e-06,1.776,0.077,-0.049,,,,1.363,0.195,-0.087,0.032,0.0033,-0.0013,0.039,,
HAT-P-8 b,HAT-P-8,Transit,3.0763776,4e-06,-4e-06,1.52,0.18,-0.16,,,,1.5,0.08,-0.06,0.0487,0.0026,-0.0026,0.0,,
HAT-P-8 b,HAT-P-8,Transit,3.0763433,7e-07,-7e-07,,,,,,,,,,,,,,,
HAT-P-8 b,HAT-P-8,Transit,3.0763458,2.4e-06,-2.4e-06,1.354,0.035,-0.035,,,,1.5,0.07,-0.07,0.04496,0.00046,-0.00045,0.006,,
HAT-P-8 b,HAT-P-8,Transit,3.07634,4e-06,-4e-06,1.28,0.27,-0.27,,,,1.4,0.13,-0.13,,,,0.0,,
HAT-P-8 b,HAT-P-8,Transit,3.0763373,3.1e-06,-3.1e-06,1.52,0.18,-0.18,,,,,,,0.0449,0.0007,-0.0007,0.0,,
HAT-P-8 b,HAT-P-8,Transit,,,,1.304,0.065,-0.064,,,,,,,,,,0.0029,0.016,-0.0024
HATS-30 b,HATS-30,Transit,3.17434739,2.15e-06,-2.15e-06,,,,,,,1.285,0.072,-0.072,,,,,,
HATS-30 b,HATS-30,Transit,3.1743516,2.6e-06,-2.6e-06,0.706,0.039,-0.039,,,,1.175,0.052,-0.052,0.04354,0.00042,-0.00042,0.096,,
HATS-30 b,HATS-30,Transit,3.1743516,7e-07,-7e-07,,,,,,,,,,,,,,,
HATS-37 A b,HATS-37 A,Transit,4.3315366,4.1e-06,-4.1e-06,0.099,0.042,-0.042,,,,0.606,0.016,-0.016,0.04913,0.00033,-0.00023,0.0,,
HATS-48 A b,HATS-48 A,Transit,3.1316666,3.7e-06,-3.7e-06,0.243,0.022,-0.03,,,,0.8,0.015,-0.015,0.03769,0.00011,-0.00011,0.162,,
HATS-48 A b,HATS-48 A,Transit,3.13165894,9.31e-06,-9.31e-06,,,,,,,0.788,0.047,-0.047,,,,,,
HATS-58 A b,HATS-58 A,Transit,4.21806868,0.00044294,-0.00044294,,,,,,,0.88,0.017,-0.017,,,,,,
HATS-58 A b,HATS-58 A,Transit,4.2180896,8.9e-06,-8.9e-06,1.03,0.23,-0.23,,,,1.095,0.062,-0.062,0.05798,0.00057,-0.00057,0.168,,
HATS-65 b,HATS-65,Transit,3.105161,1.6e-06,-1.6e-06,0.821,0.083,-0.083,,,,1.501,0.05,-0.05,0.04497,0.00033,-0.00033,0.062,,
HATS-74 A b,HATS-74 A,Transit,1.73185606,5.5e-07,-5.5e-07,1.46,0.14,-0.14,,,,1.032,0.021,-0.021,0.02384,0.00011,-0.00011,0.044,,
HATS-74 A b,HATS-74 A,Transit,1.73185108,2.94e-06,-2.94e-06,,,,,,,1.043,0.048,-0.048,,,,,,
HD 100655 b,HD 100655,Radial Velocity,157.57001,0.65,-0.65,1.61,0.34,-0.34,1.61,0.34,-0.34,,,,0.68,0.04,-0.04,0.09,0.05,-0.05
HD 100655 b,HD 100655,Radial Velocity,157.57,0.65,-0.65,1.7,0.1,-0.2,1.7,0.1,-0.2,,,,0.76,0.02,-0.04,0.085,0.054,-0.054
HD 101930 b,HD 101930,Radial Velocity,70.46,0.18,-0.18,0.3,,,0.3,,,,,,0.302,,,0.11,0.02,-0.02
HD 101930 b,HD 101930,Radial Velocity,70.46,0.18,-0.18,0.25,0.02,-0.02,0.25,0.02,-0.02,,,,0.3,0.01,-0.01,0.11,0.02,-0.02
HD 102365 b,HD 102365,Radial Velocity,122.1,0.3,-0.3,0.05,0.008,-0.008,0.05,0.008,-0.008,,,,0.46,0.04,-0.04,0.34,0.14,-0.14
HD 102956 b,HD 102956,Radial Velocity,6.4947,0.00019,-0.00019,0.96,0.023,-0.023,0.96,0.023,-0.023,,,,0.0807,0.0073,-0.0073,0.037,0.019,-0.019
HD 102956 b,HD 102956,Radial Velocity,6.495,0.0004,-0.0004,0.96,0.05,-0.05,0.96,0.05,-0.05,,,,0.081,0.002,-0.002,0.048,0.027,-0.027
HD 102956 b,HD 102956,Radial Velocity,6.4948,0.0004,-0.0004,0.92,0.07,-0.07,0.92,0.07,-0.07,,,,0.08,0.0,0.0,0.05,0.03,-0.03
HD 103774 b,HD 103774,Radial Velocity,5.8881,0.0005,-0.0005,0.367,0.022,-0.022,0.367,0.022,-0.022,,,,0.07,0.001,-0.001,0.09,0.04,-0.04
HD 106515 A b,HD 106515 A,Radial Velocity,,,,9.08,0.2,-0.2,9.08,0.2,-0.2,,,,,,,,,
HD 106515 A b,HD 106515 A,Radial Velocity,3630.0,12.0,-12.0,9.61,0.14,-0.14,9.61,0.14,-0.14,,,,4.59,0.01,-0.01,0.572,0.011,-0.011
HD 106515 A b,HD 106515 A,Radial Velocity,3626.0,11.0,-12.0,18.9,1.5,-1.4,9.25,0.25,-0.25,,,,4.48,0.05,-0.05,0.571,0.012,-0.012
HD 107148 b,HD 107148,Radial Velocity,77.181,0.023,-0.024,0.203,0.014,-0.015,0.203,0.014,-0.015,,,,0.3668,0.0046,-0.0049,0.174,0.071,-0.075
HD 107148 b,HD 107148,Radial Velocity,48.056,0.057,-0.057,0.21,0.036,-0.036,0.21,0.036,-0.036,,,,0.269,0.016,-0.016,0.05,0.17,-0.17
HD 107148 c,HD 107148,Radial Velocity,18.3267,0.0022,-0.0024,0.0626,0.0097,-0.0098,0.0626,0.0097,-0.0098,,,,0.1407,0.0018,-0.0019,0.34,0.13,-0.16
HD 108341 b,HD 108341,Radial Velocity,1129.0,6.0,-8.0,3.5,3.4,-1.2,3.5,3.4,-1.2,,,,2.0,0.04,-0.04,0.85,0.09,-0.08
HD 109749 b,HD 109749,Radial Velocity,5.239891,9.9e-05,-9.9e-05,0.27,0.045,-0.045,0.27,0.045,-0.045,,,,0.0615,0.004,-0.004,0.0,,
HD 109749 b,HD 109749,Radial Velocity,5.24,0.002,-0.002,0.28,0.016,-0.016,0.28,0.016,-0.016,,,,0.0635,,,0.01,0.01,-0.01
HD 109749 b,HD 109749,Radial Velocity,5.24,0.002,-0.002,0.28,0.01,-0.01,0.28,0.01,-0.01,,,,0.06,0.0,0.0,0.0,,
HD 110082 b,HD 110082,Transit,10.18271,4e-05,-4e-05,,,,,,,0.285,0.009,-0.009,0.113,0.009,-0.013,0.2,0.2,-0.1
HD 110082 b,HD 110082,Transit,10.18269818,4.837e-05,-4.837e-05,,,,,,,0.279,0.053,-0.053,,,,,,
HD 113996 b,HD 113996,Radial Velocity,610.2,3.8,-3.8,6.3,1.0,-1.0,6.3,1.0,-1.0,,,,1.6,0.1,-0.1,0.28,0.12,-0.12
HD 114729 b,HD 114729,Radial Velocity,1121.79,3.53,-3.43,0.825,0.007,-0.007,0.825,0.007,-0.007,,,,2.067,0.01,-0.01,0.079,0.029,-0.032
HD 114729 b,HD 114729,Radial Velocity,1114.0,15.0,-15.0,0.95,0.1,-0.1,0.95,0.1,-0.1,,,,2.11,0.12,-0.12,0.167,0.055,-0.055
HD 114729 b,HD 114729,Radial Velocity,1114.0,15.0,-15.0,1.09,0.09,-0.09,1.09,0.09,-0.09,,,,2.1,0.04,-0.04,0.17,0.05,-0.05
HD 114729 b,HD 114729,Radial Velocity,1132.7,3.5,-3.7,0.892,0.053,-0.053,0.892,0.053,-0.053,,,,2.094,0.022,-0.022,0.098,0.048,-0.05
HD 114729 b,HD 114729,Radial Velocity,1135.0,9.0,-9.0,0.84,,,0.84,,,,,,2.08,,,0.32,0.18,-0.18
HD 114762 b,HD 114762,Radial Velocity,83.9151,0.003,-0.003,10.98,0.09,-0.09,10.98,0.09,-0.09,1.11,,,0.353,0.001,-0.001,0.3354,0.0048,-0.0048
