pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,b,,,TIC 206502540,,1,2,1,0,1,Imaging,2013,<a refstr=DELORME_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...553L...5D/abstract target=ref>Delorme et al. 2013</a>,2013-05,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,0,0,0,0,0,0,0,0,1,0,Published Confirmed,0,<a refstr=DELORME_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...553L...5D/abstract target=ref>Delorme et al. 2013</a>,,,,,84,,,0,,,,,,,,,4131.79,317.83,-317.83,0,13,1,-1,0,,,,,,,,,,,,,,,,,4131.79,317.83,-317.83,0,13,1,-1,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DELORME_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...553L...5D/abstract target=ref>Delorme et al. 2013</a>,M5.5/M6,,,,,,,,,0.19,0.02,-0.02,0,,,,,,,,,,,,,,0.03,,,0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291,-61.77586,299.26888,-54.69414,341.46812,,,,,,,,,,,,,,,,16.993,0.121,-0.121,15.788,0.275,-0.275,10.162,0.023,-0.023,9.58,0.025,-0.025,9.237001,0.022,-0.022,,,,,,,,,,,,,,,,9.047,0.023,-0.023,8.804,0.02,-0.02,8.558,0.021,-0.021,7.817,0.164,-0.164,,,,,,,12.089,0.017,-0.017,,,,9/8/2020,2013-05,9/3/2020,1,0,0,0,0,0
2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,,,TIC 271164763,Gaia DR2 2080063931448749824,1,2,3,0,1,Eclipse Timing Variations,2015,<a refstr=BARAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.146B/abstract target=ref>Baran et al. 2015</a>,2015-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,0,0,0,0,1,0,0,Published Confirmed,0,<a refstr=ESMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.5207E/abstract target=ref>Esmer et al. 2022</a>,406,4,-4,0,,,,,,,,,,,,,,,,,,,,,591.16084,15.89142,-15.89142,0,1.86,0.05,-0.05,0,,,,,,,,,591.16084,15.89142,-15.89142,0,1.86,0.05,-0.05,0,Msini,,,,,0.33,0.05,-0.05,0,,,,,,,,,,,,,,,,,BJD-TDB,0,,,,,,,,,,,,,,,,,,,,,,,,,2455131,11,-11,0,302,8,-8,0,,,,,,,,,,,,,<a refstr=ESMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.5207E/abstract target=ref>Esmer et al. 2022</a>,,29564,,,0,0.2,0,0,0,0.48,,,0,,,,,,,,,,5.51,0.01,-0.01,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,11.67426,79.01876,65.72534,314.70935,6.9650162,0.0771526,-0.0771526,5.19637,0.077075,-0.077075,-4.6378,0.07725,-0.07725,396.332,6.3885,-6.3885,2.49522,0.0403515,-0.0403515,12.112,0.307,-0.307,12.651,0.215,-0.215,12.757,0.022,-0.022,12.889,0.02,-0.02,12.955,0.029,-0.029,,,,,,,,,,,,,,,,12.862,0.023,-0.023,12.92,0.024,-0.024,12.67,0.27,-0.27,9.203,,,12.1376,0.003687,-0.003687,,,,12.4561,0.0159,-0.0159,12.264,,,4/19/2022,2022-04,4/19/2022,1,0,0,0,0,0
2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,,,TIC 271164763,Gaia DR2 2080063931448749824,0,2,3,0,1,Eclipse Timing Variations,2015,<a refstr=BARAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.146B/abstract target=ref>Baran et al. 2015</a>,2015-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,0,0,0,0,1,0,0,Published Confirmed,0,<a refstr=BARAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.146B/abstract target=ref>Baran et al. 2015</a>,416,2,-2,0,0.92,0.02,-0.02,0,,,,,,,,,603.877,31.783,-31.783,0,1.9,0.1,-0.1,0,,,,,,,,,,,,,,,,,603.877,31.783,-31.783,0,1.9,0.1,-0.1,0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=BARAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.146B/abstract target=ref>Baran et al. 2015</a>,,,,,,,,,,0.48,0.03,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m32.62s,294.6359173,+46d03m59.07s,46.0664076,11.67426,79.01876,65.72534,314.70935,6.9650162,0.0771526,-0.0771526,5.19637,0.077075,-0.077075,-4.6378,0.07725,-0.07725,396.332,6.3885,-6.3885,2.49522,0.0403515,-0.0403515,12.112,0.307,-0.307,12.651,0.215,-0.215,12.757,0.022,-0.022,12.889,0.02,-0.02,12.955,0.029,-0.029,,,,,,,,,,,,,,,,12.862,0.023,-0.023,12.92,0.024,-0.024,12.67,0.27,-0.27,9.203,,,12.1376,0.003687,-0.003687,,,,12.4561,0.0159,-0.0159,12.264,,,6/4/2015,2015-05,6/4/2015,1,0,0,0,0,0
30 Ari B b,30 Ari B,b,HD 16232,HIP 12184,TIC 22874788,Gaia DR2 102082477749475200,0,4,1,0,0,Radial Velocity,2009,<a refstr=GUENTHER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507.1659G/abstract target=ref> Guenther et al. 2009 </a>,2009-12,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=KANE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815...32K/abstract target=ref>Kane et al. 2015 </a>,345.4,3.8,-3.8,0,1.01,0.01,-0.01,0,,,,,,,,,,,,,,,,,2097.678,286.047,-286.047,0,6.6,0.9,-0.9,0,,,,,,,,,2097.678,286.047,-286.047,0,6.6,0.9,-0.9,0,Msini,,,,,0.18,0.11,-0.11,0,,,,,,,,,,,,,,,,,JD,0,,,,,,,,,,,,,,,,,,,,,,,,,2453222.1,42.4,-42.4,0,337,57,-57,0,177,26,-26,0,,,,,,,,,<a refstr=KANE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815...32K/abstract target=ref>Kane et al. 2015 </a>,,,,,,1.13,0.03,-0.03,0,1.16,0.04,-0.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,-32.3093,151.47681,8.85457,44.56839,141.8135318,0.0831079,-0.0831079,141.411,0.0830903,-0.0830903,-10.6774,0.0861366,-0.0861366,44.657,0.1039,-0.1034,22.3641,0.0515806,-0.0515806,7.458,0.025,-0.025,7.09209,0.023,-0.023,6.08,0.02,-0.02,5.908,0.029,-0.029,5.822,0.021,-0.021,,,,,,,,,,,,,,,,5.963,0.058,-0.058,5.669,0.024,-0.024,5.825,0.015,-0.015,5.679,0.055,-0.055,6.96085,0.000512,-0.000512,,,,6.604,0.006,-0.006,,,,4/25/2018,2015-11,12/3/2015,5,1,1,0,0,0
30 Ari B b,30 Ari B,b,HD 16232,HIP 12184,TIC 22874788,Gaia DR2 102082477749475200,0,4,1,0,0,Radial Velocity,2009,<a refstr=GUENTHER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507.1659G/abstract target=ref> Guenther et al. 2009 </a>,2009-12,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GUENTHER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507.1659G/abstract target=ref> Guenther et al. 2009 </a>,335.1,2.5,-2.5,0,0.995,0.012,-0.012,0,,,,,,,,,,,,,,,,,3140.03,298.75,-298.75,0,9.88,0.94,-0.94,0,,,,,,,,,3140.03,298.75,-298.75,0,9.88,0.94,-0.94,0,Msini,,,,,0.289,0.092,-0.092,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2454538,20,-20,0,307,18,-18,0,272,24,-24,0,,,,,,,,,<a refstr=GUENTHER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507.1659G/abstract target=ref> Guenther et al. 2009 </a>,F6 V,6300,60,-60,0,1.13,0.03,-0.03,0,1.16,0.04,-0.04,0,0.245,0.195,-0.195,0,[Fe/H],,,,,4.5,,,0,0.91,0.83,-0.83,0,,,,,38.3,1.8,-1.8,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,-32.3093,151.47681,8.85457,44.56839,141.8135318,0.0831079,-0.0831079,141.411,0.0830903,-0.0830903,-10.6774,0.0861366,-0.0861366,44.657,0.1039,-0.1034,22.3641,0.0515806,-0.0515806,7.458,0.025,-0.025,7.09209,0.023,-0.023,6.08,0.02,-0.02,5.908,0.029,-0.029,5.822,0.021,-0.021,,,,,,,,,,,,,,,,5.963,0.058,-0.058,5.669,0.024,-0.024,5.825,0.015,-0.015,5.679,0.055,-0.055,6.96085,0.000512,-0.000512,,,,6.604,0.006,-0.006,,,,4/25/2018,2009-12,5/14/2014,5,1,1,0,0,0
30 Ari B b,30 Ari B,b,HD 16232,HIP 12184,TIC 22874788,Gaia DR2 102082477749475200,1,4,1,0,0,Radial Velocity,2009,<a refstr=GUENTHER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...507.1659G/abstract target=ref> Guenther et al. 2009 </a>,2009-12,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,335.10001,2.5,-2.5,0,0.99,0.02,-0.02,0,,,,,,,,,,,,,,,,,4392.4106,572.094,-572.094,0,13.82,1.8,-1.8,0,,,,,,,,,4392.4106,572.094,-572.094,0,13.82,1.8,-1.8,0,Msini,,,,,0.29,0.09,-0.09,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,24,-24,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6331,61,-61,0,1.41,0.05,-0.05,0,1.93,0.27,-0.27,0,0.19,,,0,[Fe/H],,,,,4.43,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h36m57.91s,39.2412736,+24d38m52.84s,24.6480103,-32.3093,151.47681,8.85457,44.56839,141.8135318,0.0831079,-0.0831079,141.411,0.0830903,-0.0830903,-10.6774,0.0861366,-0.0861366,44.657,0.1039,-0.1034,22.3641,0.0515806,-0.0515806,7.458,0.025,-0.025,7.09209,0.023,-0.023,6.08,0.02,-0.02,5.908,0.029,-0.029,5.822,0.021,-0.021,,,,,,,,,,,,,,,,5.963,0.058,-0.058,5.669,0.024,-0.024,5.825,0.015,-0.015,5.679,0.055,-0.055,6.96085,0.000512,-0.000512,,,,6.604,0.006,-0.006,,,,9/4/2018,2017-03,9/6/2018,5,1,1,0,0,0
42 Dra b,42 Dra,b,HD 170693,HIP 90344,TIC 233721425,Gaia DR2 2256800156348230400,1,2,1,0,0,Radial Velocity,2008,<a refstr=DOELLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...499..935D/abstract target=ref> Doellinger et al. 2009 </a>,2009-06,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DOELLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...499..935D/abstract target=ref> Doellinger et al. 2009 </a>,479.1,6.2,-6.2,0,1.19,0.01,-0.01,0,,,,,,,,,,,,,,,,,1233.13,270.14,-270.14,0,3.88,0.85,-0.85,0,,,,,,,,,1233.13,270.14,-270.14,0,3.88,0.85,-0.85,0,Msini,,,,,0.38,0.06,-0.06,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2452757.4,3.7,-3.7,0,218.7,10.6,-10.6,0,110.5,7,-7,0,,,,,,,,,<a refstr=DOELLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...499..935D/abstract target=ref> Doellinger et al. 2009 </a>,K1.5 III,4200,70,-70,0,22.03,1,-1,0,0.98,0.05,-0.05,0,-0.46,0.05,-0.05,0,[Fe/H],,,,,1.71,0.05,-0.05,0,9.49,1.76,-1.76,0,,,,,1,,,1,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h25m59.40s,276.4975053,+65d33m48.11s,65.5633652,27.12504,95.41912,87.18291,342.26846,108.2005422,0.3427786,-0.3427786,105.248,0.342127,-0.342127,-25.1041,0.354036,-0.354036,90.6545,1.3227,-1.3227,11.0061,0.159689,-0.159689,6.005,0.016,-0.016,4.8262,0.023,-0.023,2.949,0.234,-0.234,2.197,0.196,-0.196,2.085,0.216,-0.216,,,,,,,,,,,,,,,,-0.152,,,0.372,,,2.022,0.013,-0.013,1.892,0.012,-0.012,4.43216,0.006238,-0.006238,,,,3.7535,0.0087,-0.0087,,,,5/14/2014,2009-06,5/14/2014,1,1,1,0,0,0
51 Eri b,51 Eri,b,HD 29391,HIP 21547,TIC 298810162,Gaia DR2 3205095125321700480,0,3,1,0,0,Imaging,2015,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,2015-00,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager,0,0,0,0,1,0,0,0,1,0,Published Confirmed,0,<a refstr=DE_ROSA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814L...3D/abstract target=ref>De Rosa et al. 2015</a>,14965,12775,-4380,0,14,7,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.19,-0.15,0,,,,,,,,,138,15,-13,0,,,,,JD,0,,,,,,,,,,,,,,,,,,,,,,,,,2456946.4,4135.1,-4194.3,0,90,58,-58,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7295,120.09,-98.99,0,1.49,0.05,-0.06,0,1.65,0.36,-0.18,0,,,,,,0.752,0.013,-0.02,0,4.31,0.09,-0.07,0,,,,,0.7071,0.1597,-0.1347,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,-30.65764,198.61297,-24.30532,67.31361,77.7287954,0.1954289,-0.1954289,44.3523,0.227124,-0.227124,-63.8329,0.17812,-0.17812,29.7575,0.1213,-0.1203,33.577,0.135431,-0.135431,5.486,0.023,-0.023,5.21149,0.023,-0.023,4.744,0.037,-0.037,4.77,0.076,-0.076,4.537,0.024,-0.024,,,,,,,,,,,,,,,,4.543,0.21,-0.21,4.31,0.117,-0.117,4.575,0.018,-0.018,4.39,0.023,-0.023,5.15806,0.0023075,-0.0023075,,,,4.9574,0.0065,-0.0065,,,,7/8/2019,2015-11,12/3/2015,5,1,0,0,0,0
51 Eri b,51 Eri,b,HD 29391,HIP 21547,TIC 298810162,Gaia DR2 3205095125321700480,1,3,1,0,0,Imaging,2015,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,2015-00,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager,0,0,0,0,1,0,0,0,1,0,Published Confirmed,0,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,,,,,13.2,0.2,-0.2,0,,,,,,,,,635.66,,,0,2,,,0,,,,,,,,,,,,,,,,,635.66,,,0,2,,,0,Mass,,,,,,,,,,,,,700,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,F0 IV,,,,,,,,,1.75,0.05,-0.05,0,-0.027,0.045,-0.045,0,[M/H],0.85,0.06,-0.06,0,,,,,0.02,0.006,-0.006,0,,,,,,,,,,,,,17.3,3,-3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,-30.65764,198.61297,-24.30532,67.31361,77.7287954,0.1954289,-0.1954289,44.3523,0.227124,-0.227124,-63.8329,0.17812,-0.17812,29.7575,0.1213,-0.1203,33.577,0.135431,-0.135431,5.486,0.023,-0.023,5.21149,0.023,-0.023,4.744,0.037,-0.037,4.77,0.076,-0.076,4.537,0.024,-0.024,,,,,,,,,,,,,,,,4.543,0.21,-0.21,4.31,0.117,-0.117,4.575,0.018,-0.018,4.39,0.023,-0.023,5.15806,0.0023075,-0.0023075,,,,4.9574,0.0065,-0.0065,,,,7/8/2019,2015-00,8/14/2015,5,1,0,0,0,0
51 Eri b,51 Eri,b,HD 29391,HIP 21547,TIC 298810162,Gaia DR2 3205095125321700480,0,3,1,0,0,Imaging,2015,<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>,2015-00,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager,0,0,0,0,1,0,0,0,1,0,Published Confirmed,0,<a refstr=MAIRE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.118M/abstract target=ref>Maire et al. 2019</a>,11688,6209.25,-3287.25,0,12,4,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.1,-0.15,0,,,,,,,,,133,14,-7,0,,,,,JD,0,,,,,,,,,,,,,,,,,,,,,,,,,2455563,5844,-1826,0,87,34,-30,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7295,120.09,-98.99,0,1.49,0.05,-0.06,0,1.65,0.36,-0.18,0,,,,,,0.752,0.013,-0.02,0,4.31,0.09,-0.07,0,,,,,0.7071,0.1597,-0.1347,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,-30.65764,198.61297,-24.30532,67.31361,77.7287954,0.1954289,-0.1954289,44.3523,0.227124,-0.227124,-63.8329,0.17812,-0.17812,29.7575,0.1213,-0.1203,33.577,0.135431,-0.135431,5.486,0.023,-0.023,5.21149,0.023,-0.023,4.744,0.037,-0.037,4.77,0.076,-0.076,4.537,0.024,-0.024,,,,,,,,,,,,,,,,4.543,0.21,-0.21,4.31,0.117,-0.117,4.575,0.018,-0.018,4.39,0.023,-0.023,5.15806,0.0023075,-0.0023075,,,,4.9574,0.0065,-0.0065,,,,7/9/2019,2019-04,7/11/2019,5,1,0,0,0,0
