pl_name,hostname,discoverymethod,disc_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbper_reflink,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj_reflink,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax_reflink,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen_reflink,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincl_reflink,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtper_reflink
"WASP-127 b","WASP-127","Transit","<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>",4.17806203,0.00000088,-0.00000053,"<a refstr=SEIDEL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..45S/abstract target=ref>Seidel et al. 2020</a>",1.311,0.025,-0.029,"<a refstr=SEIDEL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..45S/abstract target=ref>Seidel et al. 2020</a>",0.048400,0.001360,-0.000950,"<a refstr=SEIDEL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..45S/abstract target=ref>Seidel et al. 2020</a>",0.000000,,,"<a refstr=SEIDEL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..45S/abstract target=ref>Seidel et al. 2020</a>",87.840,0.360,-0.330,"<a refstr=SEIDEL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..45S/abstract target=ref>Seidel et al. 2020</a>",,,,
"HD 93963 A b","HD 93963 A","Transit","<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220713920S/abstract target=ref>Serrano et al. 2022</a>",1.03913530,0.00000490,-0.00000490,"<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220713920S/abstract target=ref>Serrano et al. 2022</a>",0.120,0.004,-0.004,"<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220713920S/abstract target=ref>Serrano et al. 2022</a>",0.020850,0.000370,-0.000370,"<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220713920S/abstract target=ref>Serrano et al. 2022</a>",,,,,86.210,1.690,-1.140,"<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220713920S/abstract target=ref>Serrano et al. 2022</a>",,,,
"Kepler-410 A b","Kepler-410 A","Transit","<a refstr=VAN_EYLEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V/abstract target=ref> Van Eylen et al. 2014 </a>",17.83364800,0.00005400,-0.00005400,"<a refstr=VAN_EYLEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V/abstract target=ref> Van Eylen et al. 2014 </a>",0.253,0.005,-0.005,"<a refstr=VAN_EYLEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V/abstract target=ref> Van Eylen et al. 2014 </a>",0.122600,0.004700,-0.004700,"<a refstr=VAN_EYLEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V/abstract target=ref> Van Eylen et al. 2014 </a>",0.170000,0.100000,-0.050000,"<a refstr=VAN_EYLEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V/abstract target=ref> Van Eylen et al. 2014 </a>",87.720,0.130,-0.150,"<a refstr=VAN_EYLEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...14V/abstract target=ref> Van Eylen et al. 2014 </a>",,,,
"Kepler-25 d","Kepler-25","Radial Velocity","<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>",122.40000000,0.80000000,-0.71000000,"<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>",0.894,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",,,,,0.130000,0.130000,-0.090000,"<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>",,,,,,,,
"WASP-85 A b","WASP-85 A","Transit","<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10D;nik et al. 2016</a>",2.65567770,0.00000044,-0.00000044,"<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10Dnik et al. 2016</a>",1.240,0.030,-0.030,"<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10Dnik et al. 2016</a>",0.039000,0.001000,-0.001000,"<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10Dnik et al. 2016</a>",0.000000,,,"<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10Dnik et al. 2016</a>",89.690,0.110,-0.030,"<a refstr=MO__X10D_NIK_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..150M/abstract target=ref>Mo&#x10Dnik et al. 2016</a>",,,,
"TOI-1338 b","TOI-1338","Transit","<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>",95.17400000,0.03100000,-0.03500000,"<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>",0.611,0.017,-0.017,"<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>",0.460700,0.008400,-0.008800,"<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>",0.088000,0.004300,-0.003300,"<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>",89.370,0.350,-0.260,"<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>",,,,
"HD 110082 b","HD 110082","Transit","<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>",10.18271000,0.00004000,-0.00004000,"<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>",0.285,0.009,-0.009,"<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>",0.113000,0.009000,-0.013000,"<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>",0.200000,0.200000,-0.100000,"<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>",88.200,1.100,-0.700,"<a refstr=TOFFLEMIRE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..171T/abstract target=ref>Tofflemire et al. 2021</a>",,,,
"TOI-1333 b","TOI-1333","Transit","<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>",4.72021900,0.00001100,-0.00001100,"<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>",1.396,0.056,-0.054,"<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>",0.062600,0.001100,-0.001200,"<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>",0.073000,0.092000,-0.052000,"<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>",85.700,1.300,-0.650,"<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>",,,,
"KELT-18 b","KELT-18","Transit","<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>",2.87175180,0.00000280,-0.00000280,"<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>",1.570,0.042,-0.036,"<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>",0.045500,0.000670,-0.000690,"<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>",0.000000,,,"<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>",88.860,0.790,-1.200,"<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>",,,,
"HAT-P-22 b","HAT-P-22","Transit","<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>",3.21222000,0.00000900,-0.00000900,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",1.150,0.190,-0.190,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",0.041400,0.000500,-0.000500,"<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>",0.020000,0.010000,-0.010000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",86.900,0.550,-0.550,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",,,,
"HAT-P-39 b","HAT-P-39","Transit","<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>",3.54387000,0.00000500,-0.00000500,"<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>",1.571,0.108,-0.081,"<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>",0.050900,0.000600,-0.000600,"<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>",0.000000,,,"<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>",87.000,1.000,-1.000,"<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>",,,,
"WASP-129 b","WASP-129","Transit","<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>",5.74814500,0.00000400,-0.00000400,"<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>",0.930,0.030,-0.030,"<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>",0.062800,0.000700,-0.000700,"<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>",0.096000,,,"<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>",87.700,0.200,-0.200,"<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>",,,,
"KELT-9 b","KELT-9","Transit","<a refstr=GAUDI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G/abstract target=ref>Gaudi et al. 2017</a>",1.48112350,0.00000110,-0.00000110,"<a refstr=GAUDI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G/abstract target=ref>Gaudi et al. 2017</a>",1.891,0.061,-0.053,"<a refstr=GAUDI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G/abstract target=ref>Gaudi et al. 2017</a>",0.034620,0.001100,-0.000930,"<a refstr=GAUDI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G/abstract target=ref>Gaudi et al. 2017</a>",0.000000,,,"<a refstr=GAUDI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G/abstract target=ref>Gaudi et al. 2017</a>",86.790,0.250,-0.250,"<a refstr=GAUDI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G/abstract target=ref>Gaudi et al. 2017</a>",,,,
"HR 858 b","HR 858","Transit","<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>",3.58599000,0.00015000,-0.00015000,"<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>",0.186,0.006,-0.006,"<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>",0.048000,0.001000,-0.001100,"<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>",0.300000,,,"<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>",85.500,1.500,-0.500,"<a refstr=VANDERBURG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...881L..19V/abstract target=ref>Vanderburg et al. 2019</a>",,,,
"WASP-33 b","WASP-33","Transit","<a refstr=COLLIER_CAMERON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.407..507C/abstract target=ref> Collier Cameron et al. 2010 </a>",1.21987000,0.00000100,-0.00000100,"<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp Sengupta 2019</a>",1.593,0.074,-0.074,"<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp Sengupta 2019</a>",0.023900,0.000630,-0.000630,"<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp Sengupta 2019</a>",0.000000,,,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",86.630,0.030,-0.030,"<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp Sengupta 2019</a>",,,,
"WASP-18 b","WASP-18","Transit","<a refstr=HELLIER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.460.1098H/abstract target=ref> Hellier et al. 2009 </a>",0.94145223,0.00000024,-0.00000024,"<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacutes-Zuleta et al. 2020</a>",1.240,0.079,-0.079,"<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacutes-Zuleta et al. 2020</a>",0.020240,0.000290,-0.000310,"<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacutes-Zuleta et al. 2020</a>",0.005100,0.007000,-0.003700,"<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacutes-Zuleta et al. 2020</a>",83.500,2.000,-1.600,"<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacutes-Zuleta et al. 2020</a>",,,,
"Kepler-14 b","Kepler-14","Transit","<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....3B/abstract target=ref> Buchhave et al. 2011 </a>",6.79012300,0.00000430,-0.00000430,"<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....3B/abstract target=ref> Buchhave et al. 2011 </a>",1.136,0.073,-0.054,"<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....3B/abstract target=ref> Buchhave et al. 2011 </a>",0.077100,0.001200,-0.001200,"<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>",0.035000,0.020000,-0.020000,"<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....3B/abstract target=ref> Buchhave et al. 2011 </a>",90.000,0.000,-2.800,"<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....3B/abstract target=ref> Buchhave et al. 2011 </a>",,,,
"WASP-104 b","WASP-104","Transit","<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>",1.75541370,0.00000180,-0.00000360,"<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>",1.137,0.037,-0.037,"<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>",0.029180,0.000450,-0.000450,"<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>",0.000000,,,"<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>",83.630,0.250,-0.250,"<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>",,,,
"TOI-3714 b","TOI-3714","Transit","<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>",2.15484900,0.00000100,-0.00000100,"<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntildeas et al. 2022</a>",1.010,0.030,-0.030,"<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntildeas et al. 2022</a>",0.027000,0.001000,-0.001000,"<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntildeas et al. 2022</a>",0.030000,0.030000,-0.020000,"<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntildeas et al. 2022</a>",88.700,0.500,-0.500,"<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntildeas et al. 2022</a>",,,,
"XO-2 S b","XO-2 S","Radial Velocity","<a refstr=DESIDERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567L...6D/abstract target=ref> Desidera et al. 2014</a>",18.15700000,0.03400000,-0.03400000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",0.971,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",0.130000,0.000000,0.000000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",0.180000,0.040000,-0.040000,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>",,,,,2456413.110000,0.820000,-0.860000,"<a refstr=DESIDERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567L...6D/abstract target=ref> Desidera et al. 2014</a>"
"K2-29 b","K2-29","Transit","<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>",3.25883210,0.00000190,-0.00000190,"<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>",1.190,0.020,-0.020,"<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>",0.042170,0.000240,-0.000240,"<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>",0.066000,0.022000,-0.022000,"<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>",86.656,0.110,-0.080,"<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>",2457383.430000,0.190000,-0.300000,"<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>"
"55 Cnc d","55 Cnc","Radial Velocity","<a refstr=MARCY_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...581.1375M/abstract target=ref> Marcy et al. 2002 </a>",5574.20000000,93.80000000,-88.60000000,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>",1.160,,,"<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>",5.957000,0.074000,-0.071000,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>",0.130000,0.020000,-0.020000,"<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>",89.730,24.490,-24.540,"<a refstr=NELSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441..442N/abstract target=ref> Nelson et al. 2014</a>",2452837.690000,68.870000,-68.870000,"<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>"
"WASP-145 A b","WASP-145 A","Transit","<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>",1.76903810,0.00000080,-0.00000080,"<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>",0.900,0.400,-0.400,"<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>",0.026100,0.000500,-0.000500,"<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>",0.000000,,,"<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>",83.300,1.300,-1.300,"<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>",,,,
